name,state,stars,category
Katana Japanese Express,FL,4.5,Japanese
K-POT Korean BBQ & Hot Pot,PA,4.5,Korean
Thai Orchid,IN,4.0,Thai
Chef Li,FL,4.0,Chinese
Szechuan Tasty House,PA,3.5,Chinese
Sakari Sushi,AZ,4.0,Japanese
Mori Sushi,FL,4.0,Japanese
Hana Japanese Restaurant,LA,3.5,Japanese
Best Buffet,IL,3.0,Chinese
Concerto Fusion,PA,3.0,Chinese
Sarku Japan Sushi Bar,MO,4.0,Japanese
Great Village Chinese Restaurant,AZ,4.0,Chinese
Tandoor & Tikka,IN,4.0,Indian
Fiesta Filipina,AZ,3.0,Chinese
Bite a Bit,TN,4.5,Thai
SukhoThai,LA,4.0,Thai
South Wah Chinese Restaurant,NJ,4.5,Chinese
Taj-Villa Snappy's Pizza & Bar,PA,2.0,Indian
Pho Bensalem,PA,2.5,Vietnamese
Hunan Village,PA,2.5,Chinese
Golden Wok China Buffet,FL,3.0,Chinese
Chaikhana,PA,3.0,Indian
Tokyo Seafood Buffet,MO,2.5,Chinese
Hibachi Japanese Steakhouse & Sushi Bar,PA,2.5,Japanese
Ho Ho To Go,FL,3.5,Chinese
Tianfu Sushi All You Can Eat,IN,3.5,Japanese
Beijing Inn,PA,3.0,Chinese
Royal Buffet,IN,3.0,Chinese
A Little Thai Kitchen,NJ,4.0,Thai
Chon Tong Thai Cafe,TN,4.5,Thai
Steak And Rice,MO,3.5,Chinese
Thai Samurai,TN,4.5,Thai
Nom Wah Philadelphia,PA,4.0,Chinese
Tan May Chinese Restaurant,NJ,2.5,Chinese
Panda Express,NV,2.5,Chinese
Danny's Wok,PA,3.5,Chinese
Ru Yi,IN,3.5,Thai
Saga,AZ,2.5,Japanese
CinCin Restaurant,PA,3.5,Chinese
Indian Twist,AZ,4.5,Indian
Vietnam House,PA,3.5,Vietnamese
Yogi's Indian Cafe & Market,AZ,4.5,Indian
Lien Hoa Oriental Market,FL,3.5,Vietnamese
Pattaya Thai & Sushi,FL,3.5,Thai
Chapati,IN,4.5,Indian
Vietnam Cafe,PA,4.0,Vietnamese
China Moon,TN,3.5,Chinese
Han-Wool,PA,2.0,Korean
Guresu,IN,3.0,Japanese
Sekushi,FL,3.5,Japanese
Thai Esane,TN,3.5,Thai
Sushi Teri House,CA,3.5,Japanese
Cross Culture Restaurant,NJ,4.0,Indian
Bar-B-Q Tonight,NJ,3.5,Indian
Fushia Asian Bistro & Hot Pot Buffet,FL,4.0,Chinese
Frenchmen Grocery & Deli,LA,4.0,Vietnamese
Sushi on the Rocks,IN,3.0,Japanese
China Legend,FL,4.5,Chinese
Thai Spice Express,NV,4.0,Thai
Bombay Bazaar,IN,4.0,Indian
Mei Mei,AZ,4.0,Chinese
Pholicious,FL,2.5,Vietnamese
Panda Express,AZ,2.0,Chinese
Peking Tokyo,PA,4.5,Chinese
Snow Peas Modern Asian Kitchen,AZ,4.0,Chinese
IThai & Sushi Truck,FL,4.5,Thai
Mr Lee's Asian Gourmet,PA,3.5,Chinese
Kim Anh's Noodle House,LA,4.0,Vietnamese
Bawarchi Biryani Point,TN,4.0,Indian
Kim Son Seafood,MO,3.5,Vietnamese
Wok & Roll,AZ,3.5,Chinese
Simply Thai Restaurant,FL,4.5,Thai
New China,FL,3.0,Chinese
Shogun,LA,4.0,Japanese
Lily Asian Cuisine Sushi & Grill,PA,4.0,Japanese
Thuy Tien,NJ,4.0,Vietnamese
Meet Up Chinese Cuisine,CA,4.0,Chinese
New Bamboo Express,FL,3.5,Chinese
Pho House,NJ,4.5,Vietnamese
Erawan Thai Cuisine,PA,3.5,Thai
Wong's Genghis Khan,NV,3.0,Chinese
Pho Nam Viet,FL,4.5,Vietnamese
Lucky Jean Seafood,LA,3.5,Chinese
Circles Thai,NJ,3.5,Thai
Hokkaido,IN,3.0,Chinese
Swagruha Fine Indian Cuisine,TN,4.0,Indian
Sitar Indian Restaurant,TN,4.0,Indian
Padi,DE,2.5,Thai
Ocean Blue Sushi,FL,4.0,Japanese
Golden House,FL,3.0,Chinese
Bluefin Japanese Restaurant,FL,4.0,Japanese
Ajika Ramen,NJ,4.5,Japanese
Chai Yo Thai Cuisine,FL,4.0,Thai
Sushi House,FL,4.5,Japanese
Joy Inn,PA,3.0,Chinese
Kuma Sushi & Asian Fusion,PA,4.5,Japanese
Red Apple Chinese Restaurant,LA,4.0,Chinese
China Gate Restaurant,LA,4.5,Chinese
On The Rocks,FL,3.5,Indian
Curry Leaves Indian Cuisine,FL,4.5,Indian
Szechuan King,PA,2.5,Chinese
Nama Sushi Bar,TN,3.5,Japanese
Asian Snack,IN,4.5,Chinese
Pattaya,PA,3.5,Thai
Sitara Indian Cuisine,IN,4.5,Indian
China Wok,PA,3.5,Chinese
Chabaa Thai Bistro,PA,4.0,Thai
Jazmine Thai Restaurant,PA,3.5,Thai
21 Chinese Kitchen,PA,3.5,Chinese
Chinese Express,MO,3.5,Chinese
Gangnam Korean BBQ,LA,3.0,Korean
Siu Asian Express,NV,4.0,Chinese
China King,FL,4.5,Chinese
Thai Son,NJ,4.0,Vietnamese
Kampong Asian Market Resaurant,FL,4.0,Chinese
Best Taste Chinese Restaurant,IN,2.5,Chinese
Pineapple Rice,FL,3.5,Chinese
Otaku Ramen,TN,3.5,Japanese
New Hong Kong Chinese Restaurant,NJ,4.0,Chinese
King Buffet,PA,1.5,Chinese
Mark Pi's China Gate,IN,4.0,Chinese
East China Restaurant,PA,3.0,Chinese
Hibachi Japanese Steak House & Sushi Bar,PA,3.0,Japanese
Kazoku,AZ,4.0,Japanese
Bonchon King of Prussia,PA,3.5,Korean
Haneeda's Kitchen,PA,5.0,Indian
Sab Cafe,FL,4.0,Vietnamese
Happy Wok,MO,3.0,Chinese
Maki of Japan,IN,3.0,Japanese
Happy Wok,PA,4.5,Chinese
Dim Sum House,PA,4.0,Chinese
Sakura Japanese Steak House and Sushi Bar,FL,3.5,Japanese
Chinese Wok,MO,3.5,Chinese
Egg Roll King Two,NV,3.0,Chinese
Byong Ga,PA,3.5,Korean
Fat Salmon,PA,4.5,Japanese
China Bistro,MO,4.5,Chinese
Hajimaru Ramen,PA,4.0,Japanese
Ochatto Hot Pot,PA,3.5,Chinese
Panda Express,AZ,2.5,Chinese
The Eastern Peak,TN,4.0,Thai
Jenny Pho,IN,4.0,Vietnamese
Pho Ga Quang Minh,LA,3.5,Vietnamese
Shaban Kabab & Curry,PA,3.0,Indian
First Wok,PA,3.0,Chinese
Cafe De Laos,PA,3.5,Thai
Fortune Wok,ID,3.5,Chinese
Banh Mi Factory,FL,4.5,Vietnamese
Hibachi Express,FL,4.5,Japanese
Little Lodge,PA,3.5,Chinese
SanSai Japanese Grill,MO,3.5,Japanese
India Bistro,IN,4.0,Indian
"Love, Peace & Pho",TN,3.5,Vietnamese
Jasmine Thai,IN,4.0,Thai
Pho-ever Yours,PA,4.5,Vietnamese
Sushime,TN,3.5,Japanese
Oriental Inn,IN,4.0,Korean
Desi Tadka Indian Cuisine,FL,4.0,Indian
China Wok,IN,4.0,Chinese
Mister Mao,LA,4.5,Chinese
Wah Kitchen,LA,4.5,Indian
Chestnut St. Cafe,PA,4.5,Vietnamese
Super China Buffet,IN,2.5,Chinese
Siam Lotus,PA,4.0,Thai
Su Xing House,PA,4.0,Chinese
Bonchon University City,PA,3.0,Korean
Sushi-Cho,AZ,4.0,Chinese
Futomaki,NJ,4.5,Japanese
Taj Indian Cuisine,FL,3.5,Indian
Aman's Indian Bistro,PA,4.5,Indian
Laos Cafe,PA,5.0,Thai
Chinese Combo,AZ,3.5,Vietnamese
Good Taste Chinese Restaurant,NJ,3.5,Chinese
Union Ramen,LA,4.5,Japanese
Thai Recipes Restaurant,IN,4.5,Thai
Teriyaki Madness,IN,3.0,Japanese
Ijji 4,NV,4.0,Korean
Flavor Of India,DE,4.0,Indian
Thai Smiles,FL,4.0,Thai
Restaurant BT,FL,4.5,Vietnamese
Paratha Roll,PA,3.0,Indian
Hiro Poké Co,MO,3.5,Japanese
Fuji Mountain,PA,4.0,Japanese
Noodles & Company,DE,3.0,Chinese
Mr Currys India Restaurant,MO,4.0,Indian
Oriental Pearl,NJ,4.0,Vietnamese
Kirin Sushi,TN,4.0,Japanese
Pho Viet 309,PA,4.0,Vietnamese
Ming River Side Walk House,PA,3.5,Chinese
House of Thai Cuisine,PA,4.5,Thai
Piggy Cafe,PA,3.5,Thai
BAMBU,FL,4.0,Vietnamese
Great Taste Chinese Food,NJ,3.0,Chinese
Panda Express,NV,2.0,Chinese
Nobuko,LA,4.0,Japanese
Egg Roll King,IN,3.0,Chinese
Ichiban Buffet & Grill,MO,2.5,Japanese
Ramen and Waffles,FL,5.0,Japanese
China Wok,IN,3.5,Chinese
Umai Umai,PA,4.5,Japanese
Kobe Asian Restaurant,TN,4.0,Thai
King Buffet,LA,3.0,Chinese
Egg Roll Number 1,IN,4.0,Chinese
Yogurtland,AZ,3.5,Chinese
Main Garden Chinese Restaurant,PA,3.5,Chinese
Satay Thai,TN,3.5,Thai
Kohana Japanese Restaurant,TN,3.0,Japanese
China House II,PA,2.0,Chinese
Go Stir Fry,IN,5.0,Japanese
Mongolian Grill & Bar,ID,4.0,Chinese
Cafe Hindh,PA,4.0,Indian
Panda Express,TN,3.0,Chinese
South Garden,PA,3.5,Chinese
SUSHI X,PA,4.0,Japanese
Bunga Raya Restaurant & Sushi Bar,FL,4.0,Chinese
Lemon Grass Thai Kitchen,FL,3.5,Thai
Cafe de Thai,PA,4.0,Indian
1st Indian Kitchen,PA,4.5,Indian
Gachi Sushi and Noodle,PA,3.5,Japanese
Zauq,FL,4.5,Indian
Okura Japanese Cuisine Restaurant,DE,4.0,Japanese
Ninja Restaurant,LA,3.0,Japanese
Piazza Di Giorgio,PA,3.0,Chinese
Jade Garden,AZ,3.5,Chinese
Taste of Mogul,PA,3.5,Indian
China Garden,NJ,3.5,Chinese
Viet Bistro,PA,4.5,Vietnamese
Chi Mac,PA,4.5,Korean
Tamarind Indian Bistro,TN,3.5,Indian
Hot Tuna Sushi Bar & Grille,FL,4.5,Japanese
Thai Sweet Basil,FL,4.0,Thai
I Tea,PA,4.0,Chinese
China King,PA,4.5,Chinese
China Wok,MO,4.0,Chinese
Alésia Restaurant,FL,4.5,Vietnamese
Hirosaki,IN,3.0,Japanese
House of Choy,MO,4.0,Chinese
Akio Sushi & Poke,PA,4.5,Japanese
Thai L' Elephant,PA,4.0,Thai
Noodles & Company,MO,3.5,Chinese
East Beach Tacos,CA,4.5,Korean
Top China,FL,4.0,Chinese
Oki Nago Japanese Seafood Buffet,LA,3.0,Japanese
Sitane Market & Deli,TN,4.5,Thai
Mandarin Kitchen,PA,3.5,Chinese
Hong Kong Jacks Chinese Restaurant,PA,2.5,Chinese
Gandhi Cuisine of India,AZ,4.0,Indian
Bangkok Cuisine Express,NV,4.0,Thai
Maki of Japan,TN,2.5,Japanese
Tu's Tea & Banh Mi Northeast Philly,PA,4.0,Vietnamese
Joyful Garden,DE,2.5,Chinese
King Chef,PA,2.5,Chinese
Suki Sushi,TN,4.0,Japanese
New China,FL,2.5,Chinese
Aya Asian Fusion,PA,3.5,Thai
China Keng,PA,2.5,Chinese
Ting Wong Restaurant,PA,4.0,Chinese
Kyoto Japanese Restaurant,DE,3.0,Japanese
Teriyaki Madness,FL,3.0,Japanese
Thai Lotus Restaurant,FL,3.5,Thai
Imperial Inn,PA,3.5,Chinese
Kimcheese,MO,4.5,Korean
GCGC Greek Yogurt,PA,5.0,Japanese
Jasmine Thai and Sushi Restaurant,FL,3.5,Thai
Mopho,LA,4.0,Vietnamese
China One,TN,3.5,Chinese
Sakana Japanese Sushi & Steak House,ID,3.0,Japanese
Wingo Taco Truck,PA,4.0,Korean
Banh Mi So 1,MO,4.0,Vietnamese
Kings China,PA,4.0,Chinese
Sakura Spring Oriental Cuisine,NJ,3.5,Chinese
China King,PA,4.0,Chinese
Taki Japanese Steakhouse,IN,4.5,Japanese
Panda One,AZ,3.0,Thai
Thai Star Sushi Bar,FL,4.5,Thai
Megumi,PA,4.0,Japanese
Hong Kong Pearl Restaurant,PA,3.0,Chinese
Tian Fu Asian Bistro,IN,4.0,Korean
Drunken Noodles Taste Of Thai,MO,4.0,Thai
China King,IL,4.5,Chinese
Osushi Japanese Restaurant,NJ,4.0,Japanese
Ba Le Bakery,PA,3.5,Vietnamese
Hunan Peking,MO,4.0,Chinese
Omoni Fresh Fast Korean Grill,IN,4.5,Korean
Bamboo Valley Buffet,IL,3.5,Chinese
Matcha Cafe Maiko,PA,4.0,Japanese
No 1 Kitchen,FL,2.5,Chinese
New Tung Tung Two Restaurant,FL,3.0,Chinese
Margaret Kuo’s - Granite Run,PA,3.5,Chinese
Sawatdee Thai Cuisine,FL,4.0,Thai
Golden Chopsticks Chinese Restaurant,PA,3.5,Chinese
W. T. T. Buffet and Grill,IN,2.5,Chinese
Taste Garden,PA,3.0,Chinese
Green Papaya,PA,3.0,Vietnamese
Sugar and Spice Thai Food and More,PA,4.5,Thai
Viman Thai Cuisine,PA,4.5,Thai
Ocean Harbor,PA,3.0,Chinese
Desi Bazar,IN,3.5,Indian
Tuk Tuk Thai Street Food,AZ,4.0,Thai
China Gourmet,FL,4.5,Chinese
Great Wall,IN,2.5,Chinese
Steam Boys,TN,4.5,Chinese
Thai Mama,FL,4.5,Thai
Mulan Chinese Restaurant,NJ,3.5,Chinese
ICHI Japanese Ramen House,LA,4.0,Vietnamese
Akar,MO,5.0,Chinese
Yang Yang Express,PA,4.0,Chinese
Happy Kitchen & Sushi bar,IN,3.5,Chinese
Chopstix Chinese restaurant,FL,2.5,Chinese
Great Wall Chinese Restaurant,PA,3.5,Chinese
Panda Express,DE,3.0,Chinese
China Gourmet,PA,3.5,Chinese
Hibachi Japanese Express,FL,4.5,Japanese
A Lin Kitchen,PA,3.5,Chinese
China Dragon,FL,3.0,Chinese
Wung Thai Restaurant And Sushi,FL,4.0,Thai
China Garden,MO,3.5,Chinese
Yen Ching,ID,3.5,Chinese
Hai Tien Restaurant,PA,4.5,Vietnamese
Wasabi,FL,3.0,Thai
DJ Kitchen,PA,4.5,Chinese
Asian Yummy,NJ,3.5,Chinese
Surah,PA,3.5,Korean
Yen Ching Restaurant,CA,2.5,Chinese
Kyoto Japan,PA,3.5,Japanese
P.F. Chang's,MO,2.5,Chinese
Sushi Hatsu,PA,4.5,Japanese
Umami Sushi,FL,4.5,Thai
Vietnam Palace,PA,4.0,Vietnamese
AFC Kitchen,PA,4.5,Indian
Vic Sushi & Thai Cuisine,PA,4.0,Thai
Kidari Sushi Yatai,PA,4.0,Japanese
Shangri La,NJ,4.0,Chinese
China Wok,TN,3.5,Chinese
Bombay Dhabba - Audubon,PA,4.0,Indian
JusThai,FL,2.5,Thai
Gagan Indian,NJ,4.0,Indian
Sushi Ya,PA,5.0,Japanese
Chong's Dumpling House,PA,3.5,Chinese
House of Cheng,AZ,3.5,Chinese
Babo Korean Bar,TN,4.0,Korean
Star of India Restaurant,PA,4.0,Indian
No 1 Chinese Restaurant,PA,3.5,Chinese
Poké Fun,FL,4.5,Japanese
Kings Wok,FL,4.5,Chinese
Otaku South Ramen,TN,3.5,Japanese
New China House,PA,4.0,Chinese
Bombay Royal Indian Cuisine,PA,2.5,Indian
Dao Asian Bistro,TN,4.0,Chinese
Viet Kitchen,PA,3.0,Vietnamese
Nam's Sushi 54,FL,4.5,Japanese
China House,PA,3.0,Chinese
Wong Wong Chinese Restaurant,PA,3.5,Chinese
Dragon Express Chinese Restaurant,TN,2.5,Chinese
China 1,FL,3.5,Chinese
Keriyaki Asian Cuisine,TN,4.0,Chinese
Thai Kitchen,MO,3.5,Thai
Fei Da,IN,3.5,Chinese
Blossom & Cellar Door Craft Cavern,TN,4.0,Thai
Koi Sushi Bar,PA,4.5,Japanese
Tom's Dim Sum,PA,3.5,Chinese
Kung Fu Restaurant,PA,4.0,Chinese
Crawfish & Pho,NJ,4.0,Vietnamese
Thai China Siam Restaurant,AZ,3.5,Thai
Mount Masala,NJ,4.5,Indian
Noodles & Company,DE,3.5,Chinese
Pop Up Café,PA,5.0,Vietnamese
Umai Japanese Restaurant,PA,4.5,Japanese
Fame Dish,NJ,4.0,Thai
Dragon's Palace,AZ,3.0,Chinese
Bu Da Lounge,IN,3.5,Vietnamese
Asian Wok,PA,2.0,Thai
Amrutha Cuisine,AZ,2.5,Indian
Great Taste Chinese Restaurant,IN,3.5,Chinese
Arisu,PA,2.0,Korean
Hanamura,CA,2.0,Japanese
Pho Street,PA,4.0,Vietnamese
Spicy Affair,NJ,4.0,Indian
Nori Ramen & Poke Bowl,PA,4.0,Japanese
New Golden House,PA,3.5,Chinese
China King,LA,4.0,Chinese
La Sushi,PA,4.0,Japanese
Far East Descendant,PA,4.5,Chinese
River's View Thai,FL,4.5,Thai
Mandarin House,PA,3.5,Chinese
Hai Woon Dai,TN,4.0,Korean
No 1 China,PA,1.5,Chinese
Delightful Garden,PA,3.0,Chinese
Yanako,PA,4.0,Japanese
Lefty's Fried Rice,MO,4.0,Chinese
Lucky Chopstix,NJ,3.5,Chinese
Kumo Asian Bistro,PA,4.0,Japanese
Tokyo Bistro,LA,4.5,Japanese
Arario Midtown,NV,4.5,Korean
Tokyo Hibachi Steakhouse & Sushi Bar,PA,3.0,Japanese
China 1,FL,3.5,Chinese
Botan Sushi,FL,4.5,Japanese
Bonhouse Chinese Restaurant,DE,3.0,Chinese
Sandra Rice & Noodle,IN,4.5,Vietnamese
Papa Chen's,TN,1.5,Chinese
Fred and Ricky's Plant Delicious Foods,MO,4.5,Thai
Hanoi Cuisine,NJ,4.0,Vietnamese
Royal Super Buffet,FL,2.0,Chinese
Pho & More 2,PA,3.0,Vietnamese
Bar Otaku,TN,4.0,Japanese
Gyu-Kaku Japanese BBQ,PA,3.5,Japanese
Dasiwa II,NJ,3.5,Korean
China One,FL,4.0,Chinese
The Journey,IN,3.5,Chinese
Halal China Express,PA,2.5,Indian
Takara Sushi,FL,4.0,Korean
No 1 China,PA,4.0,Chinese
No-1 China,PA,2.0,Chinese
Jade Harbor,PA,3.5,Chinese
Kim Son Restaurant,LA,4.0,Korean
China Max,PA,2.0,Chinese
Tha Joint Sushi & Grill,NV,4.0,Korean
Pho Bang,LA,4.5,Vietnamese
Sriracha,TN,4.0,Vietnamese
Dhaba Indy,IN,4.0,Indian
China Panda,PA,3.0,Chinese
New Hong Kong,FL,2.5,Chinese
Kiku Japanese Restaurant & Sushi Bar,FL,3.5,Japanese
Cheng Du,PA,4.0,Chinese
Hinata Japanese Fine Dining,IN,5.0,Japanese
Wonder Wu,IN,3.5,Chinese
Vinh-Long,TN,4.0,Vietnamese
Haveli Indian Restaurant,MO,4.0,Indian
Asiana Bistro,FL,4.5,Thai
Masala Kitchen: Kati Rolls & Platters,PA,4.5,Indian
Mood Indian Restaurant,PA,3.5,Indian
Chang Bistro,FL,3.0,Thai
Asian Sky,AZ,3.5,Chinese
Golden China,PA,3.5,Chinese
china wok,FL,2.5,Chinese
SUSHI THAI,TN,4.5,Thai
Hi Kori,PA,4.5,Japanese
Bravo Pho,PA,4.0,Vietnamese
Panda Express,IN,2.0,Chinese
Mezbaan BBQ Grill,PA,4.0,Indian
Funk Seoul Brother,TN,4.0,Korean
China House,NJ,3.0,Chinese
Pho Now,PA,4.0,Vietnamese
Hunan Garden Restaurant,MO,3.5,Chinese
King Buffet,PA,3.0,Chinese
Ramen House,ID,4.5,Japanese
Pho Loc Tho,FL,4.5,Vietnamese
Linh-Nam Chinese Restaurant,AZ,4.0,Vietnamese
Beyond Curry,TN,4.5,Indian
Mekong River,PA,4.0,Vietnamese
Fuji Japanese Steakhouse,TN,2.5,Japanese
All India Cafe,CA,3.0,Indian
The Fish Bol,FL,4.5,Japanese
The Flavor Studio,NV,4.5,Chinese
Guang Zhou,ID,4.0,Chinese
Sushi Cortaro On River,AZ,4.0,Japanese
Hong Kong kitchen,PA,3.5,Chinese
China Star,PA,3.5,Chinese
Genghis Grill,TN,3.5,Chinese
Panda House,LA,2.0,Chinese
Panda Express,FL,2.5,Chinese
China Taste,FL,3.0,Chinese
Asaka Japanese Restaurant,IN,4.5,Japanese
Bawarchi Indian Cuisine,NV,4.5,Indian
Bai Thong,AZ,4.0,Thai
Hunan Kitchen,MO,3.5,Chinese
Got Pho,NV,1.5,Vietnamese
Teppanyaki Grill & Supreme Buffet,PA,2.5,Chinese
Mandarin Cove Chinese Restaurant & Sushi Bar,NJ,3.0,Chinese
Royal Indian Restaurant,IN,3.5,Indian
Goleta Sushi House,CA,4.0,Japanese
Banh Street Fried Chicken,PA,4.0,Vietnamese
Sawatdee Thai Restaurant,PA,3.5,Thai
Taste of Szechuan,NJ,4.5,Chinese
The Humble Butternut,FL,5.0,Indian
Charming Garden,PA,3.0,Chinese
Thai Kitchen,FL,4.0,Thai
A Little Dragon,PA,3.0,Chinese
NOLA Super Buffet,LA,2.0,Chinese
Sushiko Japanese Restaurant,FL,3.5,Chinese
Cuisine of India,TN,3.0,Indian
Asia Supermarket,PA,3.5,Chinese
Tri Ky Quan - Vietnamese Restaurant,PA,5.0,Vietnamese
Oishi Japan,NJ,3.5,Thai
Happy Wok,MO,2.0,Chinese
Pucci's,IN,4.0,Japanese
Pinto Thai Restaurant,FL,4.5,Thai
Umi Japanese Cuisine,NJ,4.0,Japanese
China Wok,MO,4.5,Chinese
LuLu Asian Kitchen,MO,2.5,Chinese
Indian Bistro,FL,4.0,Indian
The Green Wasabi,PA,3.0,Japanese
Egg Roll King,IN,4.0,Chinese
Saffron Patch - Authentic Indian Restaurant,PA,4.0,Indian
Lim Fong's Delight,NJ,4.0,Chinese
NOLA Asian Buffet,LA,3.0,Chinese
Kabul Express STL,MO,5.0,Indian
Quiznos,TN,3.5,Chinese
New Bamboo,FL,3.5,Thai
Plum Tree Garden,PA,3.5,Thai
Unique Chinese & Japanese Cuisine,DE,2.5,Chinese
Fresh Garden,PA,1.5,Thai
Chiangmai,PA,4.0,Thai
Pelicana Chicken,PA,3.5,Korean
Big Bowl,MO,4.0,Chinese
BIBIBOP Asian Grill,IN,4.0,Korean
Gagan Palace Indian Restaurant,NJ,4.0,Indian
Lin's Garden,FL,3.5,Chinese
J Sushi,MO,4.0,Korean
Biryani City,PA,4.0,Indian
2-D Wok,NV,4.5,Chinese
Dao Tien,MO,4.0,Vietnamese
Private Kitchen,MO,4.0,Chinese
Dolgo Chon Restaurant,PA,4.0,Korean
Momiji Ramen,NV,4.0,Vietnamese
Maru Sushi & Grill - East Nashville,TN,4.5,Korean
Hibachi Grill,PA,2.5,Chinese
Akira,IN,2.5,Japanese
Chopstix Asian Kitchen,MO,4.0,Chinese
Noodle to Noodle,NJ,4.0,Japanese
Saigon Diner,NV,3.5,Vietnamese
China Quick,IL,3.0,Chinese
Lucky's Chinese Take Out,PA,3.5,Chinese
Moon Wok,LA,3.5,Vietnamese
Kiwami Ramen,AZ,4.0,Japanese
Dragon of Newtown,PA,2.5,Chinese
DH4 Jamaican Cuisine Restaurant,DE,4.0,Indian
Bao & Noodle,LA,4.0,Chinese
Pho Le,PA,2.0,Vietnamese
Randy's West Indian Restaurant,FL,3.0,Indian
Ahi Sushi,CA,3.5,Japanese
Origami Sushi,FL,4.0,Japanese
BornGa,PA,3.5,Korean
Jyoti Indian Bistro,PA,4.0,Indian
Liki Japanese Restaurant,PA,3.5,Japanese
Koy Restaurant,PA,4.5,Vietnamese
Panda Express,FL,1.5,Chinese
About Hotpot,PA,3.5,Chinese
Tonbo,FL,3.5,Japanese
Ra's Very Eatery,PA,4.5,Korean
Dragon Garden,TN,2.5,Chinese
Jade Island,PA,2.5,Chinese
Zushimaki,TN,4.5,Thai
KAMI Philadelphia,PA,4.0,Korean
Thai Town 2,IN,4.5,Thai
India's Rasoi,MO,3.5,Indian
Tsaocaa & BBQ Chicken,PA,3.5,Korean
Spicy Memory,PA,4.0,Chinese
China Cottage Restaurant,TN,4.0,Chinese
Sarku Japan,MO,3.0,Japanese
Sangkee Asian Kitchen,PA,4.0,Chinese
Mayuri Indian Restaurant,MO,3.0,Indian
Margaret Kuo's Wayne,PA,3.5,Chinese
Tamarind,PA,4.0,Thai
Biryani Bowl,PA,4.0,Indian
Kims Restaurant,NJ,5.0,Korean
Pho 60,FL,4.0,Vietnamese
Noodles & Company,ID,3.0,Chinese
Young's Chinese Restaurant,MO,4.5,Chinese
Panda Express,NJ,2.5,Chinese
Great Taste,NJ,3.0,Chinese
Tally Ho Bar & Grille,FL,2.5,Chinese
Sengyo Japanese Sushi Restaurant,NJ,3.5,Japanese
Flavors Indian Cuisine,MO,5.0,Indian
Fulin's Asian Cuisine,TN,3.5,Thai
New Heaven,PA,3.0,Thai
India's Oven,IL,4.0,Indian
SUGA,PA,3.5,Chinese
China East,DE,2.5,Chinese
Fish Poké Bar,ID,3.5,Japanese
Royal Mandarin Chinese Restaurant & Sushi Bar,NJ,3.5,Chinese
Yamato Japanese Steakhouse & Sushi Bar,FL,3.0,Japanese
China Doll Restaurant,LA,4.0,Chinese
Pho 75,PA,4.0,Vietnamese
Ripplewood Whiskey & Craft,PA,4.5,Korean
Justhai,FL,3.5,Thai
Pho Nhu Trang,FL,4.0,Vietnamese
Wok Street,PA,4.0,Chinese
Koreole,LA,4.0,Korean
How Do You Roll?,AZ,3.5,Japanese
Wok Fusion,ID,4.0,Chinese
No 1 Chinese Restaurant,NJ,3.5,Chinese
Seoul Taco,MO,4.0,Korean
China Wok,FL,3.5,Chinese
K Japanese Restaurant,AZ,4.0,Japanese
Waker Chicken,PA,4.0,Korean
China Rose,AZ,2.0,Chinese
Azian Restaurant Sushi & Korean BBQ,AZ,2.5,Korean
Hong Kong Chinese Kitchen,DE,1.5,Chinese
Harbor Seafood Garden,PA,3.5,Chinese
Boil Spot,FL,4.0,Korean
New China House,PA,5.0,Chinese
Zaika Kabab & Curry,PA,4.0,Indian
Hatboro Sushi,PA,3.5,Korean
Poke Ocean,PA,4.5,Japanese
Saffron Indian Bistro,AZ,4.0,Indian
No. One China,PA,2.5,Chinese
Korean Grill House,PA,4.0,Korean
Asia Bistro,IN,3.5,Chinese
Degthai,TN,4.5,Thai
Koi Sushi & Thai Midtown,TN,4.0,Thai
Sun Restaurant,MO,3.5,Chinese
House of India,PA,4.0,Indian
Mmm BAP,FL,4.5,Korean
Izumi,PA,3.5,Korean
Sushi Ai,MO,3.0,Japanese
China King,PA,2.5,Chinese
Jasmine Rice Thai Cuisine,LA,4.5,Thai
Noi's Thai Restaurant & Bakery,TN,4.5,Thai
Kalaya Thai Market,PA,4.5,Thai
My Bowl Korean BBQ,IL,4.5,Korean
Jai Ho Pure Veg,FL,3.0,Indian
88 Kitchen,TN,2.5,Chinese
Smiley Thai To Go,FL,4.5,Thai
Courtyard Cafe,CA,3.5,Chinese
Jin House,NJ,3.5,Chinese
China Pavilion,PA,3.0,Chinese
China Express,FL,3.5,Chinese
Sakana Omakasè Sushi,PA,4.5,Japanese
Yuki's Sushi and Japanese,AZ,4.0,Japanese
Palace of the Orient,FL,3.0,Chinese
Yokohama,IN,4.5,Chinese
Shogun Japanese Steak & Sushi,TN,3.0,Japanese
Baan Thai Sabaidee,PA,4.0,Thai
Golden Kitchen,PA,3.5,Chinese
Sawatdee Thai & Sushi,FL,4.5,Thai
China King,CA,3.5,Chinese
New China Chinese Restaurant,NJ,3.5,Chinese
MamaMi Vietnamese Kitchen,NJ,5.0,Vietnamese
Mizu Sushi & Hibachi Express,IN,4.0,Japanese
Ohana Modern Fusion & Sushi Bar,LA,4.0,Japanese
Sindoore - Indian By Nature,TN,4.5,Indian
Cafe Huong Lan,PA,4.0,Vietnamese
Mr Wok,TN,4.5,Chinese
Royal Thai Restaurant,TN,2.5,Thai
